शाश्वत	sh aa sh v a t 
बालकाल	b aa l k aa l
धैर्य	dh ai r y a
डेढ़	d ei d:h
मंतर	m a n t a r 
उम्मीदों	u m m ii d oo n
पैक्ट	p ai k t: 
कूकर	k uu k a r 
रीयूज	r ii y uu j
भूलने	bh uu l n ei
तिरमुड	t i r m u d:
पौते	p au t ei
अधिकारियों	a dh i k aa r i y oo n
भुजा	bh u j aa
कैंडीज	k ai n d: ii j
फ्रेंकलिन	ph r ai n k l i n 
बिरंगे	b i r a n g ei
मिसाईल	m i s aa i l
बिरंगी	b i r a n g ii
महानगरीय	m a h aa n a g r ii y a
बौद्धिकता	b au d dh i k t aa
लेनी	l ei n ii
परिणित	p a r i n: a t i
जलाशय	j a l aa sh a y a
कोट्स	k oo t: s
आविष्कारों	aa v i shh k aa r oo n
ग्रेजुएशन	g r ei j u ei sh a n
फंगस	ph a n g a s 
दयाल	d a y aa l
नोआम	n oo aa m
फूटी	ph uu t: ii
महिला	m a h i l aa
थकाऊ	th a k aa uu
कार्नवालिस	k aa r n a v a l i s 
बिस्मल	b i s m i l 
मार्क्सवाद	m aa r k s v aa d 
आखिर	aa kh i r 
प्रसारितकरना	p r a s aa r i t k a r n aa
निगल	n i g a l
श्रृंखला	sh r a n kh l aa
ईसाई	ii s aa ii
सुफलां	s u ph l aa n
वात्सायन	v aa t s aa y a n
रुपरेखा	r u p r ei kh aa
पिवोट	p i v oo t
जियाए	j i y aa ei
संकटों	s a n k a t: oo n
एडम	ai d: a m
चाची	ch aa ch ii
शिवराम	sh i v r aa m
हाँफने	h aa n ph n ei
थकान	th a k aa n
विजयकुमार	v i j a y k u m aa r 
एलजीबीटी	a l ei j b i t t ii
खण्ड़रों	kh a n d:h a r oo n
जपत	j a p a t
बेवकूफों	b ei v a k uu ph oo n
टांग	t: aa n g 
बुलाता	b u l aa t aa
ध्रुम्रपान	dh u m r a p aa n 
राष्ट्रीयकरण	r aa shh t r ii y a k aa r a n:
हेपेटाइटिस	h ei a p ei t: aa i t: i s  
परिस्थितिकी	p a r i s th i t i k ii
कोकिसी	k oo k i s ii
संयोजक	s a n y oo j a k 
मनौवैज्ञानिक	m a n oo v ai g y aa n i k 
लेफ्टीनेंट	l ei ph t: ii n ei n t: 
महोदया	m a h oo d a y aa
प्रशासकों	p r a sh a n s a k oo n
मिलाने	m i l aa n ei
प्रक्षेपण	p r a k shh ei p a n:
महरौली	m a h a r au l ii
सहानुभूतिपूर्ण	s a h aa n u bh uu t i p uu r n:
पेड़	p ei d: 
पैटीशन	p ai t: ii sh a n
पैंथेरा	p ai n th ei r aa 
चालक	ch aa l a k 
मन्दिरे	m a n d i r ei
टाईम्स	t: ai m s
सौभाग्याशाली	s au bh aa g y a sh aa l ii
पटी	p a t ii
डरना	d: a r n aa
सिरों	s i r oo n
कार्यक्षमता	k aa r y k shh a m t aa 
याचिकाओं	y aa ch i k aa oo n
केरुमन	k ei r u m a n
मधुमक्खियों	m a dh u m a k kh i y oo n
वास्तविकता	v aa s t a v i k t aa 
श्यामा	sh y aa m aa
इंसवी	ii s v ii
धरोहरों	dh a r oo h a r oo n
कॉन्प्रेंस	k a n p r ei n s 
कार्बोनेट	k a r b oo n ei t:
बाउंडरी	b aa u n d: r ii 
प्रर्दशित	p r a d a r sh i t 
कौमुदगी	k au m u d g ii
चालन	ch aa l a n
वें	v ei n
वेंकटरमन	v ei n k a t r a m a n
चौडा	ch au d: aa
नावे	n aa v ei
चौड़	ch au d: 
बाँझन	b aa n jh
धर्मी	dh a r m ii
गणितीय	g a n: i t ii y a
प्रतिस्पर्धी	p r a t i s p a r dh ii 
अमूल्य	a m uu l y a
खुदगर्जी	kh u d g a r j ii
आईएफआरसी	ei aa aa ph a s a r ii
ब्रोशर	b r oo sh a r 
देतें	d ei t ei n
अमानवीय	a m aa n v ii y a
प्रयाण	p r a y aa n:
वैचारिक	v ai ch aa r i k 
समप्रभु	s a m p r a bh u
स्टेशनों	s t ei sh a n oo n
संगमरमर	s a n g m a r m a r 
प्रताप	p r a t aa p 
लैटरल	l ai t: r a l 
पासों	p aa s oo n
देशभक्त	d ei sh bh a k t  
राजनेता	r aa j n ei t aa
केन्द्रित	k ei n d r i t 
तीस्ता	t ii s t aa
लोकसेवा	l oo k s ei v aa
न्यूटन	n y uu t: a n
हालत	h aa l a t
थका	th a k aa
चितापावन	ch i t aa p aa v a n
ब्रेक	b r ei k
भेदों	bh ei d oo n
प्राप्ति	p r aa p t i
माला	m aa l aa
चाहत	ch aa h a t
जनाजे	j a n aa j ei
गठजोड़	g a t:h j oo d:
रोशनियों	r oo shh n i y oo n
मिब्लंट	m i b l a n t:
आती	aa t ii
समरुपता	s a m r u p t aa 
शिक्षिका	sh i k shh i k aa
आते	aa t ei
न्यायालयों	n y aa y a l a oo n
अर्जी	a r j ii
आयुर्विज्ञान	aa y u r v i g y aa n
शची	sh a ch ii
गुलामों	g u l aa m oo n
बकरी	b a k r ii
बलराज	b a l r aa j
हङताल	h a r t aa l
सफाई	s a ph aa ii
भारतवासी	bh aa r a t v aa s ii
रैलियाँ	r ai l i y aa n
सगुण	s a g u n:
विभूषण	v i bh uu shh a n:
उत्साह	u t s aa h
दिल्ली	d i l l ii
मिराटी	m i r aa t: ii
विधिवेत्ता	v i dh i v ei t t aa 
नवीतम	n a v ii n t a m
तूफानी	t uu ph aa n ii
उठती	u th t ii
स्टेनबेक	s t ei n b ei k 
राजनीति	r aa j n ii t ii
हुसैनवाला	h u s n ai v aa l aa
चीते	ch ii t ei
बहुसंस्कृतिक	b a h u s aa n s k r i t i k 
तरीके	t a r ii k ei
पुडुचेरी	p u d u ch ei r ii
उछाले	u chh aa l ei
स्टोरहउस	s t oo r h au s 
मनमानी	m a n m aa n ii
चक्की	ch a k k ii
डुबाई	d: u b aa ii
यूथ	y uu th
गये	g a y ei
गयी	g a y ii
निकालने	n i k aa l n ei
घेघा	gh ei gh aa
उद्योगपति	u d y oo g p a t i
पहनना	p a h a n n aa
अचछे	a ch chh ei
दोस्तों	d oo s t oo n
जलियावाला	j a l i y aa v aa l aa
जुर्माना	j u r m aa n aa
आनन्द	aa n a n d 
पंथ	p a n th
वाक्य	v aa k y a
ते	t ei
आदतों	aa d a t oo n
मार्क्स	m aa r k s
उर्वरता	u r v a r t aa
एकेडमी	ei k a d: m ii
पश्चिमि	p a sh ch i m ii
मंत्रीपरिषद	m a n t r ii p a r i shh a d
जेएसएस	j ei ei s ei s
बौरा	b au r aa
इंटरनेट	i n t a r n ei t:
मोदकम	m oo d k a m
कतार	k a t aa r 
यानि	y aa n i
तिरुवेल्लूर	t i r u v ei l l uu r
सॉन्ग	s aa n g 
प्रचलन	p r a ch a l a n
फव्वारा	ph a v v aa r aa
जस्टिश	j a s t i sh 
ग्रामीणों	g r aa m ii n: oo n
अंजनि	a n j a n i
गुराना	g u r aa n aa
रेलों	r ei l oo n
छाती	chh aa t ii
स्तम्भों	s t a m bh oo n
अतिसंवाहकता	a t i s a n v aa h a k t aa 
कहता	k a h t aa
बहुविवाह	b a h u v i h aa v 
कील	k ii l
कीमती	k ii m t ii
नवयुवकों	n a v y u v k oo n
रतन	r a t a n
घाटी	gh aa t: ii
जरुरतों	j a r u r t oo n
घाटे	gh aa t: ei
श्लोक	sh l oo k
देशों	d ei sh oo n
संक्रामक	s a n k r aa m a k
वायदा	v aa y a d aa
राजस्थानी	r aa j a s th aa n ii
घनिष्टा	gh a n i shh t: aa
सोच	s oo ch
चुनरी	ch u n a r ii
सोख	s oo kh 
भरकर	bh a r k a r 
डाउन	d: au n
गौरव	g au r a v 
ध्वजा	dh v a j aa 
सोए	s oo ei
ध्वज़	dh v a j 
टावरों	t: aa v a r oo n
सोई	s oo ii
नजरअंदाज	n a j a r a n d aa j
हार्बर	h aa r b a r 
जागीर	j aa g ii r
तुर्क	t u r k ei
ओवर	oo v a r 
लांछन	l aa n chh a n
चुनना	ch u n a n aa
मयूर	m a y uu r
डेक्कन	d: ei k k a n
दौड़ने	d au d: n ei
रिकॉर्ड	r i k aa r d:
सीटी	s ii t: ii
बहुबलधारिणीं	b a b u h a l a dh i r n a
सीटे	s ii t ei
झांझर	jh aa n jh a r 
तख्त	t a kh t
रहेगा	r a h ei g aa
अफरा	a ph r aa
छोडा	chh oo d: aa
मण्डली	m a n d: l ii
छोड़	chh oo d:
अंदर	a n d a r 
पुत्रियाँ	p u t r i y aa n
ननकाना	n a n k aa n aa
समुच्चय	s a m u ch a y 
भारत	bh aa r a t 
डाला	d: aa l aa
दीपकों	d ii p a k oo n
गोस्वामी	g oo s v aa m ii
घाटियों	gh aa t: i y oo n
मुकदमे	m u k a d a m oo n
चिङिया	ch i d i y aa
स्वीकारोक्त्ति	s v ii k aa r oo k t t i
पंचम	p a n ch a m
व्हेल	v h ei l
प्रचारित	p r a ch aa r i t 
आत्माओं	aa t m aa oo n
पक्का	p a k k aa
रु	r u
गागोड़े	g aa g oo d: ei
पिलाने	p i l aa n ei
देशसेवा	d ei sh s ei v aa 
यात्रा	y aa t r aa
लड्डू	l a d: d: uu
अखिल	a kh i l
आयरिश	aa y r i sh 
उल्लेखनीय	u l l ei kh a n ii y a
इंडिपेंडेंस	i n d: i p ei n d: ei n s 
संगीतात्मक	s a n g ii t aa t m a k 
निंद्राहीन	n i n d r aa h ii n 
विद्धि	v i d dh i
महत्पूर्ण	m a h a t p uu r nd~ 
व्यवसाय	v y a v a s aa y a
हेलेन	h ei l ei n
स्वभाव	s v a bh aa v 
विष्णु	v i sh n: u
शास्त्रीय	sh aa s t r ii y a
पब्लिक	p a b l i k 
विद्वत्तापूर्ण	v i d v a t t aa p uu r n: 
पकड़ने	p a k a d: n ei
हेम्पटन	h ei m p a t: a n
फेंकने	ph ei n k n ei
जीव	j ii v 
गहरा	g a h a r aa
इन्स	i n s
यूँ	y uu n
अनोखेपन	a n oo kh ei p a n
नम्रतापूर्वक	n a m r a t aa p uu r v a k 
रक्तदाताओं	r a k t a d aa t aa oo n
मोदकम्	m oo d a k a m
जीत	j ii t 
डिजिटल	d: i j i t a l
ऊँट	oo n t:
जीप	j ii p 
स्वप्न	s v a p n a
ल्यूनिसौलर	l y uu l s i n au l r 
जीभ	j ii bh 
जर्जर	j a r j a r
पाथेर	p aa th ei r
खोजना	kh oo j n aa
जन्में	j a n m ei n
प्रोत्साहन	p r oo t s aa h a n
ड्रामा	d: r aa m aa
कौमी	k au m ii
स्वरुपों	s v a r u p oo n
सूर	s uu r 
बेरोजगारी	b ei r oo j g aa r ii
खुली	kh u l ii
दर्जनों	d a r j a n oo n
सूप	s uu p 
खुले	kh u l ei
खींचने	kh ii n ch n ei
स्वतंत्रता	s v a t a n t r a t aa
पिछली	p i chh l ii
अटलता	a t: a l t aa 
पिछले	p i chh l ei
क्रियाकलाप	k r i y aa k a l aa p 
सूट	s oo t: 
बस्ती	b a s t ii
सीइ	s i d
छात्रवृति	chh aa t rx i v rx i t t i
उच्चायुक्त	u ch ch aa y u k t 
पुर्निर्माण	p u n a r n i r m aa n:
रेवेंशॉव	r ei v ei n sh aa v
हँसाती	h a n s aa t ii
भाग्य	bh aa g y a
कारखाना	k aa r kh aa n aa
मौंटब्लैंक	m m a t b a l y u n a
घासों	gh aa s oo n
अंगूर	a n g uu r 
रोमांच	r oo m aa n ch
खतरनाक	kh a t a r n aa k
भषण	bh a shh a n:
दवायी	d a v aa y ii
रेडफोर्ट	r ei d ph oo r t:
आरामों	aa r aa m oo n
सीट	s ii t:
कैफ	k ai ph
अरबिंदों	a r a b i n d oo n
छापा	chh aa p aa
कल्याकारी	k a l y aa k aa r 
कूड़े	k uu d: ei
अकेली	a k ei l ii
चतुर्थी	ch a t u r th ii
कैरेट	k ai r ei t:
रुख	r u kh 
रुक	r u k 
हस्तचालित	h a s t ch aa l i t 
लिखना	l i kh n aa
प्राग	p r aa g 
सामने	s aa m n ei
क्रान्तिकिरी	k r aa n t i k r ei
संर्घषों	s a n gh a r shh oo n 
लङका	l a d k aa 
एंड़्रियन	ai n d: r i y a n
रचनात्मक	r a ch n aa t m a k
बालिका	b aa l i k aa
रुई	r u ii
रोका	r oo k aa
जलाता	j a l aa t aa
व्यायाम	v y aa y aa m
रुल	r u l
यातायत	y aa t aa y aa t 
रहस्यों	r a h a s y oo n
उत्तम	u t t a m
फेफड़े	ph ei ph d ei
मशक्कत	m a sh a k k a t 
अद्वितीय	a d v i t ii y a
ढकी	d:h a k ii
ढके	d:h a k ei
दृष्टिगोचर	d rx i shh t: i g oo ch a r 
माउस	m aa u s 
प्लैनेट	p l ai n ei t: 
पहुचनी	p a h u ch a n ii
रुठ	r u t:h
प्रान	p r aa n
भाद्रप्रदा	bh a d r a p r a d aa
उत्तर	u t t a r 
रुप	r u p
सेंटीमीटर	s ei n t: ii m ii t: a r 
पीढी	p ii dh ii
रुम	r u m 
प्राण	p r aa n:
हड्डियों	h a d: d: i y oo n
साधना	s aa dh n aa
प्रतियोगितों	p r a t i y oo g i t oo n
तूने	t uu n ei
निर्वहनः	n i r v a h a n a
समाधित	s a m aa dh i t 
खतरे	kh a t r ei
लिखावट	l i kh aa v a t:
अंदाज	a n d aa j
निपटाने	n i p t: aa n ei
परमानंद	p a r a m aa n a n d 
स्टेशनरी	s t: ei sh n a r ii
रिश्ता	r i sh t aa
दबाया	d a b aa y aa
रविदास	r a v i d aa s
दुबलिस	d u b l i s
महाबलेश्वर	m a h a b a l ei sh v a r
किला	k i l aa
छीनना	chh ii n a n aa
अन्तगर्त	a n a n t g a r a t 
बाजार	b aa j aa r 
उच्चकोटि	u ch ch k oo t: i
आवासीय	aa v aa s ii y a
तिंहु	t i n h u
चाहता	ch aa h t aa
तथा	t a th aa
उनमे	u n m ei
बहरापन	b a h a r aa p a n
बाबरी	b aa b a r ii
पेङों	p ei d: oo n
ट्रैक्ड	t r ai k d:
डिक्टेटर	d: i k t: ei t: a r 
पलान	p l aa n
माहिर	m aa h i r 
मिठाई	m i th aa ii
चंद्रोदय	ch a n d r oo d a y a
हिंसप्रस	h i n s p r a s 
हटाता	h a t: aa t aa
मुख	m u kh 
गवाही	g a v aa h ii
शताब्दियों	sh a t aa b d i y oo n
बहने	b a h a n ei n
बेड़ियों	b ei d: i y oo n
भीड़	bh ii d:
वक्ताओं	v a k t a oo n
प्रभावप्रकाश	p r a bh aa v p r a k aa sh 
किनारा	k i n aa r aa 
वेस्टर्न	v ei s t: a r n
संदेशों	s a n d ei sh oo n
शाहजहाँपुर	sh aa h j a h aa n p u r
किजे	k i j ei
शाखाएँ	sh aa kh aa ei n
मार्शल	m aa r sh a l
बॉम्बे	b aa m b ei
बैंड्स	b ai n d: s
साम्रज्ञी	s aa m r a j y ii
दुकानों	d u k aa n oo n
जरुरतमंदों	j a r uu r a t m a n d oo n
संख्याओं	s a n kh y aa oo n
प्रधानाचार्यों	p r a dh aa n aa ch aa r y aa oo n
मौमून	m au m uu n
मनाकर	m a n aa k a r 
राल्फ	r aa l ph
रचित	r a ch i t 
जोङने	j oo d n ei
निवारण	n i v aa r a n:
प्रतिमा	p r a t i m a:
आर्यसमाजी	aa r y a s a m aa j ii
बाँधने	b aa n dh a n ei
फर्रुखाबाद	ph a r r u kh aa b aa d 
निमंत्रण	n i m a n t r a n:
मूल्यांकन	m uu l y aa n k a n
प्रेमिका	p r ei m i k aa
फॉर्वड	ph a r v a r d:
हरा	h a r aa
बुलाना	b u l aa n aa
धड़	dh a d:
रुकों	r u k oo n
उनक	u n a k 
रहीम	r a h ii m
मौसमों	m au s a m oo n
शश्य	sh a sh y a 
अत्यावश्यक	a t y aa v a sh y a k 
मजबुत	m a j b uu t 
पांड़वों	p aa n d: a v oo n
बेजान	b ei j aa n
नैतिक	n ai t i k 
साइबेरियन	s aa i b ei r i y a n
स्तनपान	s t a n p aa n
बनवाए	b a n v aa y ei
प्रतिबिम्बित	p r a t i b i m b 
झंड़ा	jh a n d: aa 
करता	k a r t aa
सौतेली	s au t ei l ii
गणनाओं	g a n: n aa oo n
टोडर	t oo d: a r 
नौघर	n au gh a r 
प्रौद्योगिकी	p r au d y oo g i k ii
सहधर्मियों	s a h dh a r m i y oo n
समेटा	s a m ei t: aa
अरेबिक	a r ei b i k 
वाले	v aa l ei
लकड़ी	l a k d: ii
चोक	ch oo k
साइबेरिया	s aa i b ei r i y aa
कुंजार	k u n j aa r 
प्रिवि	p r a v i
अमरता	a m a r t aa
रहीँ	r a h ii n
रहीं	r a h ii n
एचडीदेवगौड़ा	a ch ii d a g ei d a g v 
नवीन	n a v ii n 
शुभचितंक	sh u bh ch i n t a k 
संयंत्रों	s a n y a n t r oo n
आंतक	aa t a n k 
हैलो	h ai l oo
चक्रवात	ch a k r a v aa t 
विनम्रता	v i n a m r a t aa 
दायां	d aa y aa n
मौक्षगुंडम	m au k shh g u n d: a m
लुर	l u r 
पत्रों	p a t r oo n
मनु	m a n u
अभिवावक	a bh i bh aa v a k 
ज्ञानपुर	j aa n p u r 
आंग्ल	aa n g l a
नवीव	n a v ii v
तंत्रिका	t a n t r i k aa
वैश्वीकरण	v ai sh v ii k a r a n:
पारिवारिक	p aa r i v aa r i k
परलय	p a r l a y 
यापन	y aa p a n
नवीं	n a v ii n
एलेक्जेंडर	ei l k ei n d: a r 
घबराता	gh a b r aa t aa
फिलोसोफी	ph i l oo s oo ph ii
गुटका	g u t: k aa
मैत्री	m ai t r ii
आरक्षण	aa r a k shh a n:
उड़	u d:
बुद्धिमान	b u d dh i m aa n
सुल्तान	s u l t aa n
नामजोशी	n a m aa j oo sh ii
खिला	kh i l aa
जातियता	j aa t i y t aa
रोज़गार	r oo j g aa r 
समन्वित	s a m a n v i t 
किंवदंतियॉं	k i n v a d a n t i y oo n
तीर्थंकर	th ii r th a n k a r
गलपगुच्छा	g a l a p g u ch chh aa
प्रेम	p r ei m 
दीया	d i y aa
लौटकर	l au t: k a r 
खापर्डे	kh aa p a r d: ei
बिषैली	b i shh ai l ii
बासदियो	b aa s a d i y oo
मुझमें	m u jh a m ei n
जिनको	j i n k oo
प्रेस	p r ei s
ब्लावस्टकी	b l aa v a s t: a k ii
इरान	i r aa n
योगियों	y oo g i y oo n
जबरदस्ती	j a b a r d a s t ii
आक्रमण	aa k r a m a n:
खिलवाड़	kh i l v aa d: 
नागेशा	n aa g ei sh 
लाकर	l aa k a r 
बुनाई	b u n aa ii
दूँगी	d uu n g ii
आपातकालीन	aa p aa t k aa l ii n a
कानूनधारा	k a n uu n dh aa r aa
गंगोत्री	g a n g oo t r i 
भेजी	bh ei j ii
पात्रों	p aa t r oo n
सतलुज	s a t l u j
यूरोपीय	y uu r oo p i y a
शिष्टमंण्डलों	sh i sh shh t: m a n d: a l oo n
महोदय	m a h oo d a y a
मध्यरात्री	m a dh y a r aa t r ii
बालिग	b aa l i g 
सूंघना	s uu n gh n aa
करन्जी	k a r a n j ii
अभिमान	a bh i m aa n
नागासाकी	n aa g aa s aa k ii
घिरी	gh i r ii
चन्द	ch a n d 
कैद	k ai d
हरदनहल्ली	h a r d a n h a l l ii
घनिष्ठता	gh a n i shh th t aa
पैसारे	p ai s aa r ei
हारते	h aa r t ei
प्राणों	p r aa n: oo n
धन्य	dh a n y a
मालिक	m aa l i k
दुनियाभर	d u n i y aa bh a r 
पियें	p i y ei n
अन्योन्यक्रिया	a n y oo n y a k r i y a
हिरासत	h i r aa s a t
ब्राह्मणवाद	b r aa h m a n: v aa d 
तारीखों	t aa r ii kh oo n
नौजवानों	n au j a v aa n oo n
किंग	k i n g
भक्तों	bh a k t oo n
अन्तिम	a n t i m
बस्प्पा	b a s p a r 
पक्षी	p a k shh ii
सहानुभूति	s a h aa n u bh uu t i
धोखेबाजी	dh oo kh ei b aa j ii
कीटनाशकों	k ii t: n aa sh a k oo n
आनदोलन	aa n d oo l a n
शुक्रवार	sh u k r a v aa r 
वजह	v a j a h 
महाराष्ट्रीयन	m a h aa r aa shh t rx ii y a n
मालिश	m aa l i sh
प्रवासी	p r a v aa s ii
निमज्जन	n i m j a n a
कितना	k i t n aa
टेलर	t: ei l a r
जनसांख्यिकी	j a n s aa n y a kh i k ii
जामा	j aa m aa
अपक्षय	a p a k shh y a
मुनडका	m u n a d: k aa 
विभिन	v i bh i n a
गहने	g a h n ei
विवेकपूर्ण	v i v ei k p oo r n:
गहनो	g a h a n oo n
आकारों	aa k aa r oo n
दहेज़d a h ei j
मीठी	m ii th ii
उसमानिया	u s m aa n i y aa
वेस्ट	v ei s t:
विहार	v i h aa r 
मुद्दों	m u d d oo n
बौद्धिक	b au d dh i k 
डोन्ना	d: oo n n aa
शयन	sh a y a n
चीफ	ch ii ph 
धकेल	dh a k ei l
अनुभवकारी	a n u bh a v k aa r ii
आन्नद	aa n a n d 
विद्यानगर	v i d y aa n a g a r 
जुलूसों	j u l uu s oo n
लालटेन	l aa l t: ei n
बीएमआई	b ii ei m ai
भाल	bh aa l
लङने	l a d n ei
गुणी	g u n: ii
किरदार	k i r d aa r 
फिनिक्स	ph i n i k s
गांधीवादी	g aa n dh i v aa d ii
जातें	j aa t ei n
पिल्गर	p i l a g r 
गैजी	g ai j ii
शादियों	sh aa d i y oo n
दरवाज़ों	d a r v aa j oo n
मणिकर्णिका	m a n i k a r a n: i k aa
अरियापुर	a r i y aa p u r 
पौराणिक	p au r aa n: i k
खास	kh aa s
कोच	k oo ch
फिक्शन	ph i k sh a n
वानर	v aa n a r 
कोट	k oo t:
चुनकर	ch u n k a r 
अस्सी	a s s ii
कौशाल	k au sh a l
कोख	k oo kh
कोई	k oo ii
खान	kh aa n
गर्वनर	g a r v a n a r
मजाक	m a j aa k 
पैरों	p ai r oo n
नीतिशास्त्र	n ii t i sh aa s t r 
मिथेन	m i th ei n
कों	k oo n
पौधौ	p au dh ei
पौधो	p au dh oo
आयामों	aa y a m oo n
स्कूटर	s k uu t: a r 
गवर्नेंस	g a v a r n ei n s
वेगा	v ei g aa
स्वर्गीय	s v a r g ii y a
टन	t: a n
बसिया	b a s i y aa
अनोखे	a n oo kh ei
बेटे	b ei t: ei
राजगुरु	r aa j g u r u 
सच्चा	s a ch ch aa
बरिन्द्राकुमार	b r i n d r aa k u m aa r
महेन्द्रगण	m a h ei n d r a g a n:
बेटी	b ei t: ii
अनोखी	a n oo kh ii
खाई	kh aa ii
मजाल	m a j aa l
विभाजित	v i bh aa j i t 
वेबसाइटों	v ei b s aa t: oo n
लेखकों	l ei kh a k oo n
कोय	k oo y a
खाँ	kh aa n
कोड	k oo d:
विरक्ति	v i r a k t i
क्लॉडियस	k l aa d: i y a s 
डरा	d: a r aa
दिल	d i l
वंदे	v a n d ei
एजेंसियों	ei j ei n s i y oo n
गर्मी	g a r m ii
याददास्त	y aa d d a s t 
तदुरुस्त	t a n d u r u s t
फोरेनाइट	ph oo r ei n aa i t:
विश्वेश्वर	v i sh v ei sh 
उठी	u t:h ii
जांघ	j aa n gh 
गिरफ्तारी	g i r a ph t aa r ii
सैकेंड	s ai k ei n d:
चौतिस	ch au t i s 
कूट	k oo t:
सूरत	s uu r a t 
दिन	d i n
थीम	th ii m
कूच	k uu ch
आवागमन	aa v aa g a m a n
जिम्मदारी	j i m m ei d aa r ii
बच	b a ch
पुरष	p u r u shh 
दिख	d i kh
गोरखा	g oo r kh aa
रोलेक्ट	r oo l ei k t 
गैरकानूनी	g ai r k aa n uu n ii
मगहर	m a g a h a r 
सबूतों	s a b uu t oo n
शब्दों	sh a b d oo n
जानकारियों	j aa n k aa r i y oo n
वेबसाइट	v ei b s aa i t:
किसानों	k i s aa n oo n
चिड़ियों	ch i d: i y oo n
स्तंभों	s t a m bh oo n
कर्नाटक	k a r n aa t: a k
वर्चस्व	v a r ch a s v 
फफूंद	ph a ph uu n d
दिए	d i ei
घूसा	gh uu s aa
बहुसंख्यकों	b a h u s a n kh y a k oo n 
भण्डारण	bh a n d: aa r a n:
दोहा	d oo h aa
मर्यादा	m a r y aa d aa
शिल्पकला	sh i l p a k a l aa
ध्वजपट	dh v a j p a t:
इस्लामिक	i s l aa m i k 
आत्मसम्पर्ण	aa t m s a m a p r a n:
पुरातत्व	p u r aa t a t v 
हासिल	h aa s i l 
पहरेदारी	p a h r ei d aa r ii
बङों	b a d oo n
करेगें	k a r ei n g ei
योगों	y oo g oo n
अकालियों	a k aa l i y oo n
पीते	p ii t ei
टीकाकरण	t ii k aa k a r a n:
अनिवार्य	a n i v aa r y a
पीती	p ii t ii
ग्रेजुएसन	g r ei j u ei s a n
विदेशो	v i d ei sh oo n
जिनेवा	j i n ei v aa
कौरीडोर	k au r ii d: oo r
शुद्धता	sh u d dh a t aa
विदेशी	v i d ei sh ii
गालियों	g aa l i y oo n
उत्तरजीविता	u t t a r j ii v i t aa 
खतरा	kh a t r aa
हड्डी	h a d: d: ii
जगमगाती	j a g m a g aa t i
मित्रो	m i t r oo n
झाँके	jh aa n k ei
हस्ति	h a s t i
झाँकी	jh aa n k ii
निपट	n i p a t:
बंटवारा	b a n t: v aa r aa 
नोएडा	n oo ei d: aa
मातरम्	m aa t r a m
खिंचती	kh i n ch t ii
शिष्यों	sh i shh y oo n
नीरस	n ii r a s
मिशनरीज़	m a sh ii n r ii j 
उपज	u p a j
टोपी	t oo p ii
संस्थाएँ	s a n s th aa ei n
ढोना	d:h oo n aa
पिछड़ती	p i chh a d: t ii
देवियो	d ei v i y oo n
वरिष्ठों	v a r i shh t:h oo n
पड़ेगा	p a d: ei g aa
गर्वान्वित	g a r v aa n v i t 
श्रेणीबद्ध	sh r ei n: ii b a d dh 
सम्बंध	s a m b a n dh 
शुभकामनाओ	sh u bh k aa m n aa oo n
गंधहीन	g a n dh a h ii n
शाहजहाँ	sh aa h j a h aa n 
इंग्लिश	i n g l i sh
मचलता	m a ch a l t aa
भूरे	bh uu r ei
गायिकाओं	g aa y i k aa oo n
विपक्ष	v i p a k shh
सेंटर	s ei n t: a r 
मुगलों	m u g l oo n
असफलताएँ	a s a ph a l t aa ei n
संगी	s a n g ii
शिरोमणि	sh i r oo m a n: i
समसामयिक	s a m s aa m y i k 
छोङा	chh oo d aa
मेहमान	m ei h a m aa n
कर्ता	k a r t aa
प्रथाओं	p r a th aa oo n
कैमरे	k ai m r ei
प्रणायाम	p r a n: aa y aa m
मारीशस	m aa r ii sh a s 
छति	chh a t i
प्रदेश	p r a d ei sh 
बँटवाने	b a n t: v aa n ei
जैविक	j ai v i k 
पुरातन	p u r aa t a n
पोनेस्थियॉ	p oo n ei s th i y aa n
पीयें	p ii y ei n
वर्ड्स	v a r d: s
यातनापूर्ण	y aa t n aa p uu r nd~ 
चुनिंदा	ch u n i n d aa
उचित	u ch i t 
आकर्षिक	aa k a r shh i k
पुणे	p u n: ei
साजा	s aa j aa 
व्यक्तियों	v y a k t i y oo n
कॉमर्स	k aa m a r s 
महलों	m a h a l oo n
हैउन्होंने	h ai n u n e
खराश	kh a r aa sh 
नस्लें	n a s l ei n
खराब	kh a r aa b 
विधानसभा	v i dh aa n s a bh aa
छड़ी	chh a d: ii
प्राणघातक	p r aa n: gh aa t a k 
अल्लाह	a l l aa h 
वायुयान	v aa y u y aa n
आमजन	aa m j a n
मनमौजी	m a n m au j ii
बच्चियों	b a ch ch i y oo n
गंध	g a n dh 
रसक	r a s a k 
मुकदमों	m u k a d a m oo n
मजदूरी	m a j d uu r ii
लहसुन	l a h s u n
सामजिक	s aa m aa j i k 
घमंड़	gh a m a n d:
साईकिलों	s aa ii k i l oo n
पीयूष	p ii y uu shh
विक्रय	v i k r a y
विक्रम	v i k r a m
मारुति	m aa r u t i
कैंडिज़	k ai n d: i j 
दुर्व्यहार	d u r v y a v a h aa r 
तापक	t aa p a k 
प्रतिस्थापन	p r a t i s th aa p n aa
दृढ़प्रतिज्ञ	d rx i d:h p r a t i g y aa
